OBS,VNM_CAN_0,VNM_CANOTH_0,VNM_CANRATIO_0,VNM_CLIMLOSS_0,VNM_CMUD_0,VNM_CO2_0,VNM_COALC_0,VNM_CTAX_0,VNM_CTAXR_0,VNM_CXS_0,VNM_CXUD_0,VNM_DEP_0,VNM_EC_0,VNM_EFEX_0,VNM_EFF_0,VNM_ENAB_0,VNM_EXP_0,VNM_EXPE_0,VNM_EXPEB_0,VNM_EXPH_0,VNM_EXPHB_0,VNM_EXPSP_0,VNM_EXPSPB_0,VNM_EXR_0,VNM_FINC_0,VNM_FUELSH_0,VNM_GASC_0,VNM_GCARB_0,VNM_GCARBB_0,VNM_GCARBR_0,VNM_GCARBRB_0,VNM_GCOM_0,VNM_GCR_0,VNM_GDFXSH_0,VNM_GDI_0,VNM_GDN_0,VNM_GDNRATIO_0,VNM_GINI_DISP_0,VNM_GINT_0,VNM_GIP_0,VNM_GLN_0,VNM_GLNRATIO_0,VNM_GLNT_0,VNM_GOTH_0,VNM_GTRADE_0,VNM_GTRADER_0,VNM_HEAD19_0,VNM_HEAD55_0,VNM_HIC_0,VNM_IGR_0,VNM_INFT_0,VNM_INT_0,VNM_IPR_0,VNM_ITAX_0,VNM_ITAXR_0,VNM_ITR_0,VNM_K_0,VNM_KSTAR_0,VNM_LABSH_0,VNM_LFN_0,VNM_LFNF_0,VNM_LIVES_0,VNM_LNN_0,VNM_LNNF_0,VNM_LOCK_0,VNM_LRX_0,VNM_LRXF_0,VNM_LTI_0,VNM_MTD_0,VNM_MTN$_0,VNM_MTN_0,VNM_MTR$_0,VNM_MTR_0,VNM_OGC_0,VNM_OGI_0,VNM_OILC_0,VNM_OMS_0,VNM_OXS_0,VNM_PC_0,VNM_PCR_0,VNM_PE_0,VNM_PG_0,VNM_PM25_0,VNM_POIL_0,VNM_POPT_0,VNM_POPWA_0,VNM_POPWAF_0,VNM_PR_0,VNM_PREM_0,VNM_PROF_0,VNM_RC_0,VNM_REFEX_0,VNM_REL_RED_0,VNM_REMIT_0,VNM_REV_0,VNM_REVG_0,VNM_RPDI_0,VNM_SCR_0,VNM_SDLI_0,VNM_SHAREE_0,VNM_SHAREH_0,VNM_SHARESP_0,VNM_SHAREX_0,VNM_SOLV_0,VNM_TAX_0,VNM_TAXR_0,VNM_TECHL_0,VNM_TFP_0,VNM_TOURSH_0,VNM_URX_0,VNM_URXF_0,VNM_USER_0,VNM_WDR_0,VNM_XTD$_0,VNM_XTDNO$_0,VNM_XTN$_0,VNM_XTN_0,VNM_XTR$_0,VNM_XTR_0,VNM_YBAR_0,VNM_YED_0,VNM_YEN$_0,VNM_YEN_0,VNM_YER$_0,VNM_YER_0,VNM_YFT$_0,VNM_YFT_0,WLD_CO2_0,WLD_COALC_0,WLD_DD$_0,WLD_EC_0,WLD_GASC_0,WLD_HIC_0,WLD_LOCK_0,WLD_MTN$_0,WLD_MTR$_0,WLD_OILC_0,WLD_PC_0,WLD_PE_0,WLD_PG_0,WLD_POIL_0,WLD_POPT_0,WLD_POPWA_0,WLD_PR_0,WLD_RC_0,WLD_TECHL_0,WLD_XTN$_0,WLD_XTR$_0,WLD_YEN$_0,WLD_YER$_0,WLD_YFT$_0,USA_INFT_0,USA_INT_0,VNM_POPWAM,VNM_LRXM,VNM_LFNM
2026,28.33708,-7.27529,6.285,63657.41,1.204838,336.9924,2.708711,526662,0.0927072,0.1967257,1.220815,0.0250578,5.262264,0.8683405,0.8613254,0.65,3017043,47914.88,47915.09,371457.1,371458.9,701347.4,701350.4,25895.99,30.79579,0.0341637,0.4048217,-6985.783,-10747.36,-1.231542,-1.231542,137327.2,513958.7,0.512,8735599,6475625,55.46247,34.39922,3.812428,254917.6,-440600.5,-3.773659,-3.773657,520925,167702.8,0.0125783,0.2923362,8.775822,1.474941,721716,3.470184,4.620833,1744925,1025395,0.1199021,2466641,25696510,17974180,0.4665951,58567.67,29010.76,0.2870416,57179.14,28327.12,0,0.8519547,0.8516491,7.957909,1.308219,501.6067,12989610,457.6197,9929237,521229.9,1120172,1.251096,0.0358101,0.0279885,5.989473,5798157,10.28145,8.80998,27.94543,12.32718,101778.6,68745.05,34064.22,23.844,318.1031,5680919,0.8976324,1.006778,14.85398,579086.1,2576443,1000,4379071,-299884.1,0.6299355,0,0,0,0,0,208535.9,0.0322801,3.741357,0.0133728,0.0547453,2.37082,2.257842,7.726048,1645.513,1.143767,1.138815,514.8571,13332740,450.1416,9766979,15.7051,1.4039,450.8684,11675690,383.2971,8316615,362.6175,7867917,37724.23,180.6005,99486.52,626.7139,148.8401,1.416132,0,33914.58,29055.22,190.9592,91.18239,11.44011,9.364511,76.02074,8259277,5364223,0.0858381,106.3141,15.71868,34800.61,29513.94,120536.2,99945.3,101939.7,2,0.9908333,34680.829,0.852284259,
2027,33.12007,-6.618318,6.738815,68093.03,1.228935,352.8929,2.826084,582599.4,0.0927072,0.1967257,1.245231,0.0257206,5.490995,0.8590108,0.8767062,0.65,3301452,52325.92,52375.39,405654.1,406037.3,773367.7,774098.2,26257.68,30.79579,0.0341637,0.4224343,-7417.571,-11410.65,-1.231542,-1.231542,145553.4,543527.3,0.512,9331930,6950050,53.8547,34.39976,3.811533,277516.1,-474424.1,-3.676229,-3.684974,569416.8,180189.4,0.0125783,0.2290557,7.673869,1.523649,776090.8,3.396675,4.620833,1828267,1123714,0.1199021,2604358,27639940,18547390,0.4665951,59006.73,29296.21,0.2888667,57598.23,28600.68,0,0.8550691,0.8579486,7.953403,1.353456,529.1367,13893910,473.1175,10265510,569257.8,1223330,1.305832,0.0358101,0.0279885,6.227151,6150981,10.63234,9.037092,27.72756,12.68739,102425.8,69008.14,34146.82,24.51121,317.6526,6284295,0.9366418,1.005625,14.85242,611900.2,2827027,1056.402,4688817,-278988.2,0.6299466,0,0,0,0,0,231916.1,0.0322801,3.772379,0.0144757,0.0547453,2.387021,2.268029,7.874299,1698.669,1.166929,1.161585,545.5714,14325450,467.5271,10144210,16.44243,1.450255,491.4821,12905190,410.1186,8898572,384.2738,8337806,38563.46,185.5283,102486,639.3348,151.1448,1.455927,0,35769.44,30024.91,194.4715,94.80071,11.79712,9.605917,78.24211,8333078,5407154,0.08824,108.1894,15.73862,36653.54,30457.83,126528.7,102919.1,105171.7,2,0.9908333,34861.32,0.852283601,
2028,38.19648,-6.058319,7.167099,72387.37,1.253501,368.6871,2.94317,640469.5,0.0927072,0.1967257,1.270113,0.0263664,5.717842,0.8502664,0.892087,0.65,3605796,57146.82,57171.72,443028,443220.5,852548.6,852919.3,26606.17,30.79579,0.0341637,0.4397983,-7852.401,-12073.92,-1.231542,-1.231542,153587.6,573744.5,0.512,9910632,7469057,52.67489,34.39935,3.811116,298415.2,-519053,-3.660578,-3.600725,621561.7,193423,0.0125783,0.1806265,6.723612,1.573672,832911.9,3.326841,4.620833,1886327,1227805,0.1199021,2719239,29630420,19158040,0.4665951,59353.95,29513.95,0.2906082,57932.46,28810.52,0,0.8571077,0.8620856,7.951328,1.399142,557.999,14846210,489.037,10610940,619861,1334796,1.359777,0.0358085,0.0279885,6.446901,6507112,10.95769,9.248484,27.50525,13.02216,103043.3,69249.11,34235.53,25.13788,317.4449,6908520,0.9750973,1.005018,14.8536,646108.7,3086742,1115.761,4994208,-260838.1,0.629938,0,0,0,0,0,256633.4,0.0324626,3.805284,0.0153525,0.0547453,2.39494,2.272083,8.019413,1754.161,1.190014,1.184344,577.9696,15377550,485.6829,10538140,17.17755,1.497873,532.942,14179540,436.2913,9466459,406.169,8812879,39399.16,190.3485,105520.4,651.9852,153.5106,1.496392,0,37726.84,31034.48,198.0334,98.14617,12.12893,9.830612,80.30674,8405863,5449338,0.090496,110.0927,15.75841,38606.95,31439.58,132743.8,105925.9,108531.6,2,0.9908333,35013.583,0.852282178,
2029,43.59204,-5.566669,7.567615,76700.34,1.278538,384.3105,3.058627,701229.1,0.0927072,0.1967257,1.295459,0.0269997,5.942696,0.8420399,0.9074678,0.65,3928961,62275.85,62287.52,482790.4,482880.5,937409,937583.9,26941.53,30.79579,0.0341637,0.4571066,-8288.324,-12738.57,-1.231542,-1.231542,161837.7,603147.6,0.512,10493060,8033288,51.76342,34.39946,3.810937,321128.9,-564319.3,-3.636258,-3.520689,677179.9,207497,0.0125783,0.1426913,5.887564,1.624689,891461.2,3.260499,4.620833,1936718,1338802,0.1199021,2828179,31658580,19808870,0.4665951,59630.1,29659.58,0.2922463,58204.33,28953.51,0,0.858439,0.8648024,7.950436,1.445393,588.4557,15853890,505.5189,10968560,671384.8,1453972,1.413532,0.0358101,0.0279885,6.666214,6872580,11.28583,9.467115,27.27896,13.36482,103624.1,69463.4,34296.36,25.78082,317.3558,7563913,1.013432,1.004672,14.85337,681846.6,3364641,1178.065,5292049,-245309.9,0.6299401,0,0,0,0,0,285205.5,0.0329526,3.839647,0.0160345,0.0547453,2.391016,2.267752,8.160675,1811.884,1.213793,1.207793,612.3061,16496460,504.4567,10945480,17.92598,1.546432,576.0341,15519230,462.5182,10035520,428.6961,9301663,40235.62,195.0865,108637.1,664.722,155.9529,1.537547,0,39794.81,32081.63,201.6572,101.4852,12.46621,10.06302,82.42004,8477661,5490794,0.0928107,112.0245,15.77808,40668.14,32456.52,139256.9,109012,112010.9,2,0.9908333,35167.038,0.852280651,
2030,49.28678,-5.127532,7.933086,81097.7,1.30405,399.737,3.172508,765585.3,0.0927072,0.1967257,1.321289,0.0276215,6.164855,0.8342939,0.9228487,0.65,4270686,67719.43,67724.34,524991.5,525029.2,1028046,1028121,27264.15,30.79579,0.0341637,0.4742395,-8724.258,-13403.07,-1.231542,-1.231542,170319.4,631629.6,0.512,11087200,8641556,51.01664,34.39974,3.810867,345685.3,-608404.8,-3.591804,-3.444655,736288,222421.8,0.0125783,0.1128738,5.151768,1.676522,951549.8,3.197474,4.620833,1987630,1456843,0.1199021,2939180,33723300,20501370,0.4665951,59849.27,29776.06,0.2937676,58415.93,29065.73,0,0.8593106,0.8665866,7.950092,1.492219,620.5451,16918630,522.5402,11337890,723469.6,1580774,1.466726,0.0358142,0.0279885,6.885441,7247310,11.61716,9.693126,27.04793,13.7158,104163.5,69648.01,34360.16,26.43825,317.3213,8258099,1.051381,1.004445,14.85259,719170.6,3662282,1243.333,5589380,-231247.8,0.6299457,0,0,0,0,0,318305,0.0337064,3.875168,0.016573,0.0547453,2.394933,2.270927,8.297683,1871.768,1.238156,1.231821,648.5815,17683020,523.8289,11365810,18.68878,1.595765,621.2813,16938700,489.2157,10614790,451.7941,9802834,41074.38,199.7561,111855,677.5602,158.4737,1.57942,0,41976.54,33165.03,205.3461,104.8223,12.80926,10.30322,84.58429,8548487,5531537,0.0951776,113.9836,15.79767,42839.92,33507.16,146104.3,112197.2,115606,2,0.9908333,35287.846,0.85227901,
2031,55.84267,-4.720559,8.33035,85784.4,1.330057,415.5496,3.28918,835740.5,0.0927072,0.1967257,1.347618,0.0282255,6.392624,0.8269973,0.9382295,0.65,4635970,73606.61,73608.1,570631.4,570642.6,1124309,1124331,27574.31,30.79579,0.0341637,0.491821,-9172.544,-14086.83,-1.231542,-1.231542,178976.3,660608.7,0.512,11719490,9291701,50.26757,34.40009,3.81085,371581.8,-650329,-3.518242,-3.372422,800255.3,238308.2,0.0125783,0.0888776,4.489674,1.729093,1015101,3.1376,4.620833,2044155,1583932,0.1199021,3059257,35830710,21242920,0.4665951,60115.22,29878.59,0.2951689,58670.22,29162.92,0,0.8598715,0.8677584,7.949993,1.539631,654.0548,18035110,539.8696,11713910,777766.4,1718075,1.521295,0.0358186,0.0279885,7.104911,7639974,11.95192,9.926585,26.81287,14.0751,104660.4,69911.86,34431.93,27.10944,317.3115,9014839,1.090327,1.004277,14.85159,759081.4,3985641,1312.249,5898829,-217878,0.6299529,0,0,0,0,0,356288.4,0.0346173,3.911591,0.0169941,0.0547453,2.40371,2.281543,8.429622,1933.527,1.263055,1.256379,687.0895,18946010,543.9902,11803260,19.48581,1.6458,670.352,18484480,517.6301,11231310,476.1975,10332330,41906.57,204.2263,115173,690.4008,161.1275,1.622018,0,44260.38,34272.1,209.1059,108.1634,13.15816,10.55137,86.80018,8618349,5568725,0.0975936,115.941,15.81714,45119.69,34585.76,153307.2,115486.1,119266.7,2,0.9908333,35479.931,0.852277232,
2032,62.5674,-4.353359,8.663419,90607.87,1.356571,431.379,3.405922,910419.9,0.0927072,0.1967257,1.374461,0.0288226,6.620675,0.820119,0.9536103,0.65,5019608,79805.75,79806.26,618690,618693.6,1226016,1226024,27872.31,30.79579,0.0341637,0.5094381,-9624.854,-14777.75,-1.231542,-1.231542,187850.5,689432.9,0.512,12370060,9981608,49.58712,34.40044,3.810842,398530.4,-690144.5,-3.428534,-3.303801,867640.7,255114.9,0.0125783,0.0700687,3.910034,1.782352,1079568,3.08072,4.620833,2110257,1718695,0.1199021,3189825,37987790,22033280,0.4665951,60344.44,29973.8,0.2964584,58886.66,29251.98,0,0.8602375,0.8685279,7.949964,1.587649,689.4911,19217700,557.8706,12104510,833829.1,1862736,1.575938,0.0358227,0.0279885,7.321009,8042275,12.28792,10.17254,26.57354,14.44552,105117.6,70148.59,34511.04,27.79184,317.3085,9820380,1.129375,1.004128,14.85069,800757.4,4329463,1384.252,6218282,-205618.2,0.6299593,0,0,0,0,0,397982.9,0.0355386,3.948714,0.0173237,0.0547453,2.415762,2.294433,8.557516,1997.794,1.288479,1.281445,727.6824,20282180,564.7607,12253930,20.29836,1.696491,722.2021,20129430,546.8513,11865340,500.9435,10869250,42744.97,208.6472,118587.8,703.391,163.8765,1.665368,0,46678.44,35423.66,212.9474,111.4533,13.51314,10.81281,89.08444,8687228,5605149,0.1000505,117.9198,15.83654,47526.74,35703.52,160861.6,118867.7,123069.5,2,0.9908333,35637.549,0.852275406,
2033,69.71863,-4.019214,8.969611,95609.23,1.383601,447.2755,3.523216,990249.4,0.0927072,0.1967257,1.40183,0.0294113,6.8496,0.813634,0.9689911,0.65,5427413,86394.63,86395.17,669769.9,669773.8,1334398,1334406,28158.47,30.79579,0.0341637,0.5271081,-10081.99,-15476.54,-1.231542,-1.231542,196982.2,719214.3,0.512,13044160,10713660,48.95014,34.40074,3.810836,427045.3,-732330.4,-3.345976,-3.238611,939274.4,272893.5,0.0125783,0.0552429,3.400844,1.836289,1146003,3.026684,4.620833,2182777,1861824,0.1199021,3328780,40199300,22872150,0.4665951,60543.8,30060.54,0.2976469,59072.66,29332.16,0,0.8604758,0.8690332,7.949932,1.636274,726.7274,20463530,576.3819,12506170,893290.1,2016516,1.630729,0.0358262,0.0279885,7.537493,8456116,12.62763,10.42663,26.33002,14.82502,105539.1,70360.85,34590.79,28.48547,317.3053,10681480,1.168547,1.003985,14.84989,844248.6,4695083,1459.443,6546941,-194254.5,0.6299652,0,0,0,0,0,442482.6,0.0363812,3.986393,0.0175802,0.0547453,2.429891,2.30881,8.681369,2064.157,1.314414,1.307013,770.4833,21695620,586.1796,12718670,21.13052,1.747827,777.276,21886890,577.1319,12522350,526.4352,11422370,43587.97,213.0106,122113.5,716.5006,166.7151,1.709479,0,49222.02,36609.35,216.8611,114.749,13.87432,11.08288,91.42472,8755084,5640786,0.1025476,119.9132,15.85586,50056.31,36853.17,168802.8,122357.6,126980.7,2,0.9908333,35770.063,0.852273138,
2034,77.33499,-3.71421,9.25254,100802,1.41117,463.275,3.641317,1075605,0.0927072,0.1967257,1.429735,0.0299913,7.079945,0.8075173,0.9843719,0.65,5860886,93399.01,93399.99,724070.9,724078.1,1449923,1449938,28433.11,30.79579,0.0341637,0.5448752,-10544.48,-16183.89,-1.231542,-1.231542,206375.5,749978.9,0.512,13743530,11490020,48.34833,34.40097,3.810827,457209.9,-776708.7,-3.268277,-3.17668,1015430,291691.5,0.0125783,0.0435386,2.953588,1.890909,1214556,2.97535,4.620833,2261707,2013924,0.1199021,3476261,42469930,23759400,0.4665951,60719.35,30129.36,0.2987505,59234.55,29394.45,0,0.8606266,0.8693651,7.949882,1.685527,765.8395,21775200,595.404,12918920,956292.1,2179991,1.685803,0.0358286,0.0279885,7.754383,8882719,12.97114,10.68923,26.08248,15.21378,105930.4,70552.48,34656.74,29.19006,317.3004,11602170,1.207946,1.003844,14.84929,889569.4,5084178,1537.865,6887148,-183687.2,0.6299697,0,0,0,0,0,490158.2,0.0371604,4.024495,0.0177773,0.0547453,2.445344,2.324926,8.801305,2132.608,1.340869,1.333089,815.6023,23190100,608.2642,13197850,21.98407,1.799812,835.8244,23765080,608.5569,13204200,552.73,11992890,44435.02,217.3185,125751.9,729.7165,169.639,1.754383,0,51895.85,37828.89,220.8412,118.051,14.24185,11.36201,93.82228,8821863,5675603,0.1050842,121.9173,15.87511,52712.89,38034.44,177149.5,125957.7,130999.7,2,0.9908333,35895.737,0.852270578,
2035,85.46117,-3.435194,9.515951,106195.8,1.439285,479.3526,3.76004,1166850,0.0927072,0.1967257,1.458198,0.0305645,7.311354,0.8017457,0.9997527,0.65,6321580,100844,100845.5,781786.4,781798.3,1573056,1573080,28696.57,30.79579,0.0341637,0.5627138,-11011.52,-16898.44,-1.231542,-1.231542,216058.1,781784.9,0.512,14469570,12312980,47.77672,34.40116,3.810809,489103.5,-823362.3,-3.194806,-3.117846,1096374,311555.9,0.0125783,0.034295,2.56116,1.946219,1285325,2.926582,4.620833,2347002,2175561,0.1199021,3632328,44804190,24695090,0.4665951,60875.75,30178.8,0.299782,59377.24,29437.59,0,0.860719,0.869583,7.949807,1.735414,806.8933,23155060,614.9333,13342670,1023058,2353732,1.741084,0.0358303,0.0279885,7.971903,9322949,13.31868,10.96043,25.8309,15.61191,106296.1,70726.62,34704.91,29.90563,317.2929,12586410,1.247519,1.003701,14.84879,936721.8,5498217,1619.562,7239751,-173840.2,0.6299729,0,0,0,0,0,541209.2,0.0378817,4.062912,0.0179257,0.0547453,2.461594,2.342577,8.917693,2203.145,1.367848,1.359679,863.1474,24769370,631.026,13691730,22.86025,1.852459,898.0834,25771910,641.1907,13912280,579.8718,12581800,45288.89,221.6038,129503.6,743.0685,172.6402,1.800087,0,54705.02,39082.16,224.8892,121.3624,14.61596,11.65027,96.27755,8887524,5709579,0.1076602,123.9354,15.89426,55501.21,39247,185917,129668.3,135127,2,0.9908333,36021.712,0.852267801,
2036,93.7025,-3.185582,9.733465,111614.4,1.46796,495.1584,3.876793,1262182,0.0927072,0.1967257,1.487229,0.0311304,7.538819,0.7962985,1.015134,0.65,6804466,108584.4,108587.7,841796.9,841820.4,1704805,1704852,28949.17,30.79579,0.0341637,0.5802392,-11474.73,-17607.25,-1.231542,-1.231542,226043.8,813412.2,0.512,15199280,13185600,47.31299,34.40129,3.810785,522809.5,-873088.1,-3.132841,-3.061954,1180549,332483.6,0.0125783,0.0271517,2.225068,2.002221,1355952,2.880253,4.620833,2436650,2344742,0.1199021,3792601,47202020,25671110,0.4665951,60919.74,30212.39,0.3007451,59409.98,29465.14,0,0.8607867,0.8697262,7.949675,1.785956,850.3012,24615510,635.2181,13782820,1092100,2534371,1.795383,0.0358315,0.0279885,8.190955,9766892,13.67089,11.23945,25.57477,16.0191,106637.6,70772.17,34737.82,30.63193,317.2797,13614700,1.286403,1.003552,14.84842,987170.7,5931378,1706.566,7596757,-164952.1,0.6299758,0,0,0,0,0,595146.7,0.038549,4.101565,0.0180351,0.0547453,2.478286,2.357557,9.030458,2276.482,1.39536,1.386794,913.0892,26433170,654.3752,14198350,23.73808,1.905764,962.6839,27868890,673.969,14623480,606.9659,13169680,46146.91,225.8769,133423.6,756.5119,175.6708,1.846609,0,57677.92,40385.39,228.9907,124.6973,14.99675,11.94692,98.78863,8952049,5742422,0.1102745,125.9735,15.91331,58450.62,40507.98,195203.3,133546,139407.4,2,0.9908333,36034.35,0.852264843,
2037,102.6863,-2.955772,9.956567,117243.7,1.497207,511.0638,3.994276,1363920,0.0927072,0.1967257,1.51684,0.0316892,7.767707,0.7911557,1.030514,0.65,7321096,116875.3,116879.1,906070.3,906098.2,1846432,1846489,29191.25,30.79579,0.0341637,0.5978759,-11942.36,-18323.14,-1.231542,-1.231542,236349.1,846426,0.512,15957060,14112840,46.87692,34.40133,3.810754,558443.3,-927756,-3.081616,-3.008856,1270689,354670.6,0.0125783,0.0214592,1.928922,2.058949,1429938,2.836241,4.620833,2527406,2524624,0.1199021,3957343,49663570,26688240,0.4665951,60947.17,30222.66,0.3016413,59426.47,29469.92,0,0.8608256,0.8698202,7.949526,1.837159,895.9166,26152910,656.0818,14235520,1165470,2727805,1.850018,0.0358322,0.0279885,8.412435,10226440,14.02864,11.524,25.31463,16.43536,106955.4,70800.83,34745.87,31.37271,317.2649,14712120,1.325536,1.003405,14.84825,1039657,6393339,1797.072,7965798,-156611.1,0.6299772,0,0,0,0,0,653232.3,0.0392002,4.140388,0.0181141,0.0547453,2.495115,2.373833,9.139958,2352.249,1.423417,1.414446,965.9431,28197080,678.6085,14724150,24.64304,1.959753,1031.342,30106150,708.0163,15362220,635.3395,13785320,47010.94,230.1252,137456.2,770.0817,178.7772,1.893967,0,60805.27,41727.46,233.1514,128.069,15.38436,12.24939,101.3555,9015438,5774414,0.1129412,128.028,15.93227,61550.2,41805.01,204946,137534.2,143811.5,2,0.9908333,36054.957,0.852261725,
2038,112.2327,-2.744525,10.16502,123069.2,1.527039,527.0578,4.112469,1472183,0.0927072,0.1967257,1.547038,0.0322417,7.997813,0.7862985,1.045895,0.65,7867935,125660.8,125664.8,974177.5,974209.6,1997190,1997256,29423.15,30.79579,0.0341637,0.6155939,-12413.93,-19045.04,-1.231542,-1.231542,246972.6,879959.1,0.512,16740880,15095410,46.46705,34.40139,3.810722,596191.2,-983179.9,-3.026446,-2.958413,1366208,378076.2,0.0125783,0.0169462,1.669541,2.11642,1506171,2.794429,4.620833,2623485,2715428,0.1199021,4129654,52191990,27747270,0.4665951,60960.18,30203.78,0.3024785,59428.9,29446.31,0,0.8608418,0.8698819,7.949367,1.889046,943.7855,27769130,677.4918,14700080,1241957,2932759,1.904891,0.0358327,0.0279885,8.635514,10700640,14.39127,11.8167,25.05042,16.86085,107252.2,70814.6,34721.7,32.12534,317.2488,15879920,1.364859,1.003262,14.8481,1094253,6884755,1891.232,8347971,-148809,0.6299783,0,0,0,0,0,716409.6,0.0398694,4.179326,0.0181686,0.0547453,2.511921,2.391841,9.246329,2430.199,1.452033,1.442646,1021.573,30057870,703.5465,15265240,25.57246,2.014453,1104.106,32486280,743.2453,16126620,664.5705,14419570,47880.79,234.352,141607.3,783.7676,181.9479,1.94218,0,64088.83,43105.35,237.3748,131.4653,15.77891,12.56046,103.9797,9077694,5805559,0.1156508,130.0924,15.95115,64801.06,43134.94,215169.6,141636.9,148330.2,2,0.9908333,36092.899,0.852258464,
2039,122.3906,-2.550047,10.36148,129097.3,1.557468,543.138,4.231309,1587337,0.0927072,0.1967257,1.577847,0.0327872,8.229157,0.7817096,1.061276,0.65,8447085,134968.3,134972.8,1046335,1046369,2157646,2157720,29645.21,30.79579,0.0341637,0.6334055,-12889.23,-19772.75,-1.231542,-1.231542,257922.5,914279,0.512,17551730,16135340,46.07839,34.40142,3.810692,636080.8,-1040544,-2.971528,-2.910493,1467401,402761.7,0.0125783,0.0133743,1.442987,2.174651,1584748,2.754707,4.620833,2725079,2917617,0.1199021,4309826,54790580,28849020,0.4665951,60961,30154.11,0.3032656,59419.41,29392.66,0,0.8608407,0.8699224,7.949205,1.941626,994.007,29467530,699.4589,15176730,1322171,3149883,1.960045,0.0358329,0.0279885,8.860488,11189540,14.75908,12.11726,24.78214,17.29573,107531.3,70815.67,34662.99,32.88988,317.2327,17122040,1.404396,1.003121,14.84801,1151004,7406541,1989.137,8742805,-141499.4,0.6299791,0,0,0,0,0,784402.6,0.0405263,4.21834,0.0182032,0.0547453,2.528833,2.411956,9.349661,2510.368,1.48122,1.471409,1080.122,32020420,729.2104,15822090,26.52592,2.069877,1181.208,35017130,779.6959,16917500,694.6968,15073230,48755.87,238.5581,145877.7,797.5579,185.1815,1.991268,0,67535.91,44519.79,241.6516,134.8902,16.18058,12.87995,106.6613,9138829,5835869,0.1184032,132.1672,15.96994,68209.98,44498.24,225895.5,145856,152966.8,2,0.9908333,36152.679,0.852255073,
2040,133.1874,-2.370763,10.54617,135336,1.588509,559.3802,4.351369,1709775,0.0927072,0.1967257,1.609276,0.0333266,8.462818,0.7773729,1.076657,0.65,9060553,144826.6,144832,1122763,1122802,2328397,2328481,29857.76,30.79579,0.0341637,0.6513918,-13369.85,-20508.74,-1.231542,-1.231542,269209.2,949530.6,0.512,18390560,17234990,45.70731,34.40145,3.810655,678185.5,-1100392,-2.918247,-2.864968,1574590,428787.4,0.0125783,0.0105493,1.245449,2.233659,1665778,2.716972,4.620833,2832334,3131799,0.1199021,4498112,57462710,29994420,0.4665951,60951.54,30085.67,0.3040093,59400.01,29320.81,0,0.8608284,0.8699491,7.949034,1.994925,1046.698,31252040,721.9967,15665760,1406525,3379854,2.015724,0.035833,0.0279885,9.08754,11693660,15.13227,12.42575,24.50989,17.74016,107795,70805.68,34583.25,33.66636,317.2155,18442740,1.444335,1.002981,14.84796,1209975,7960160,2090.889,9150898,-134640.9,0.6299792,0,0,0,0,0,857279.2,0.0411598,4.257395,0.0182225,0.0547453,2.545524,2.433028,9.450102,2592.803,1.510992,1.500747,1141.731,34089530,755.6168,16395050,27.50394,2.126039,1262.898,37707300,817.4163,17735940,725.7617,15747270,49636.35,242.7422,150270.1,811.4546,188.4815,2.041246,0,71153.96,45971.46,245.9828,138.3466,16.58952,13.20791,109.4025,9198847,5865349,0.1211984,134.2477,15.98864,71783.85,45895.45,237146,150193.7,157722.9,2,0.9908333,36222.428,0.85225156,
2041,143.5865,-2.20974,10.65944,141539.8,1.620174,575.3712,4.469591,1836481,0.0927072,0.1967257,1.641335,0.0338803,8.692844,0.7732735,1.092038,0.65,9702628,155069.1,155075.7,1202167,1202215,2510636,2510740,30061.13,30.79579,0.0341637,0.6690927,-13845.72,-21237.45,-1.231542,-1.231542,281089.5,984538.5,0.512,19226090,18398700,45.4363,34.40145,3.810616,722597.4,-1164479,-2.875727,-2.82172,1685957,456345,0.0125783,0.00835843,1.076925,2.293455,1746835,2.681123,4.620833,2943544,3355620,0.1199021,4690379,60206240,31176370,0.4665951,60854.56,30006.67,0.3047136,59295.39,29238.75,0,0.8608208,0.8699666,7.948836,2.04896,1103.411,33169790,746.0921,16188590,1493403,3618757,2.070512,0.035833,0.0279885,9.316639,12202710,15.51085,12.74274,24.23309,18.19437,108044.7,70693.64,34491.75,34.45425,317.1957,19809470,1.483648,1.00284,14.84798,1272169,8538148,2197.618,9563499,-128449.3,0.6299792,0,0,0,0,0,934303.6,0.0417657,4.29647,0.0182333,0.0547453,2.562108,2.451426,9.550031,2679.886,1.54136,1.530673,1206.889,36280410,783.0023,16989250,28.48532,2.182955,1347.035,40493390,854.9266,18549820,756.8474,16421750,50556.84,247.2272,154904,825.9154,191.8167,2.092126,0,75039.77,47517.34,250.4517,141.8343,17.0059,13.54481,112.2033,9257745,5897064,0.1240347,136.4199,16.00729,75608.51,47376.76,249126.5,154763.3,162786.2,2,0.9908333,36201.889,0.85224793,
